;0
 0.5°C;61
 1°C;189
 1.5°C;2564
 2°C;1256
 2.5°C;56
 3°C;137
 3.5°C;22
 4°C;325
 4.5°C;28
 5°C;18
 5.5°C;1
 6°C;27
 6.5°C;1
 7°C;7
 7.5°C;0
 8°C;11
 8.5°C;0
 9°C;3
 9.5°C;0
 10°C;8
